league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,nextSeason
FRA-Ligue 1,2010,Lyon,Hugo Lloris,FRA,GK,23,1986,37,37,3330,37.0,40,1.08,138,98,71.0,16,13,8,12,32.4,,,,,,2011
FRA-Ligue 1,2010,Lyon,Rémy Vercoutre,FRA,GK,30,1980,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,,,,,,2011
FRA-Ligue 1,2010,Marseille,Steve Mandanda,FRA,GK,25,1985,38,38,3420,38.0,39,1.03,124,85,68.5,18,14,6,12,31.6,,,,,,2011
FRA-Ligue 1,2010,Monaco,Stéphane Ruffier,FRA,GK,23,1986,34,34,2983,33.1,33,1.00,146,113,77.4,8,14,10,14,41.2,,,,,,2011
FRA-Ligue 1,2010,Monaco,Sébastien Chabbert,FRA,GK,32,1978,6,4,437,4.9,7,1.44,24,17,70.8,1,3,2,0,0.0,,,,,,2011
FRA-Ligue 1,2010,Montpellier,Geoffrey Jourdren,FRA,GK,24,1986,37,37,3330,37.0,42,1.14,132,90,68.2,11,11,15,15,40.5,,,,,,2011
FRA-Ligue 1,2010,Montpellier,Laurent Pionnier,FRA,GK,28,1982,1,1,90,1.0,1,1.00,5,4,80.0,1,0,0,0,0.0,,,,,,2011
FRA-Ligue 1,2010,Nancy,Damien Gregorini,FRA,GK,31,1979,31,31,2790,31.0,34,1.10,114,80,70.2,12,7,12,12,38.7,,,,,,2011
FRA-Ligue 1,2010,Nancy,Gennaro Bracigliano,FRA,GK,30,1980,7,7,630,7.0,14,2.00,43,29,67.4,1,2,4,0,0.0,,,,,,2011
FRA-Ligue 1,2010,Nice,David Ospina,COL,GK,21,1988,35,35,3088,34.3,46,1.34,155,109,70.3,11,9,14,12,34.3,,,,,,2011
FRA-Ligue 1,2010,Nice,Lionel Letizi,FRA,GK,37,1973,4,3,332,3.7,2,0.54,11,9,81.8,0,4,0,0,0.0,,,,,,2011
FRA-Ligue 1,2010,Paris S-G,Apoula Edel,ARM,GK,24,1986,24,23,2127,23.6,24,1.02,88,64,72.7,12,8,4,7,30.4,,,,,,2011
FRA-Ligue 1,2010,Paris S-G,Grégory Coupet,FRA,GK,37,1972,15,15,1293,14.4,17,1.18,62,45,72.6,3,7,4,3,20.0,,,,,,2011
FRA-Ligue 1,2010,Rennes,Johann Carrasso,FRA,GK,22,1988,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,,,,,,2011
FRA-Ligue 1,2010,Rennes,Nicolas Douchez,FRA,GK,30,1980,37,37,3311,36.8,34,0.92,135,101,74.8,15,11,11,16,43.2,,,,,,2011
FRA-Ligue 1,2010,Saint-Étienne,Jessy Moulin,FRA,GK,24,1986,3,2,218,2.4,4,1.65,11,7,63.6,0,1,2,0,0.0,,,,,,2011
FRA-Ligue 1,2010,Saint-Étienne,Jérémie Janot,FRA,GK,32,1977,36,36,3202,35.6,43,1.21,126,83,65.9,12,12,11,9,25.0,,,,,,2011
FRA-Ligue 1,2010,Sochaux,Matthieu Dreyer,FRA,GK,21,1989,11,10,945,10.5,15,1.43,62,47,75.8,5,1,5,3,30.0,,,,,,2011
FRA-Ligue 1,2010,Sochaux,Pierrick Cros,FRA,GK,19,1991,13,13,1170,13.0,16,1.23,57,41,71.9,4,3,6,2,15.4,,,,,,2011
FRA-Ligue 1,2010,Sochaux,Teddy Richert,FRA,GK,35,1974,15,15,1305,14.5,11,0.76,71,60,84.5,9,3,2,5,33.3,,,,,,2011
FRA-Ligue 1,2010,Toulouse,Ali Ahamada,COM,GK,18,1991,9,8,726,8.1,2,0.25,17,15,88.2,4,3,1,6,75.0,,,,,,2011
FRA-Ligue 1,2010,Toulouse,Marc Vidal,FRA,GK,19,1991,2,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,,,,,,2011
FRA-Ligue 1,2010,Toulouse,Mathieu Valverde,FRA,GK,27,1983,29,29,2604,28.9,32,1.11,105,73,69.5,10,5,14,7,24.1,,,,,,2011
FRA-Ligue 1,2010,Valenciennes,Nicolas Penneteau,FRA,GK,29,1981,38,38,3420,38.0,41,1.08,144,103,71.5,10,18,10,9,23.7,,,,,,2011
FRA-Ligue 1,2011,Ajaccio,Guillermo Ochoa,MEX,GK,26,1985,37,37,3326,37.0,59,1.60,215,156,72.6,9,13,15,7,18.9,,,,,,2012
FRA-Ligue 1,2011,Ajaccio,Thierry Debès,FRA,GK,37,1974,2,1,94,1.0,2,1.91,4,2,50.0,0,1,0,0,0.0,,,,,,2012
FRA-Ligue 1,2011,Auxerre,Donovan Léon,GUF,GK,18,1992,2,2,180,2.0,3,1.50,12,9,75.0,0,1,1,1,50.0,,,,,,2012
FRA-Ligue 1,2011,Auxerre,Olivier Sorin,FRA,GK,30,1981,36,36,3240,36.0,54,1.50,144,90,62.5,7,12,17,6,16.7,,,,,,2012
FRA-Ligue 1,2011,Bordeaux,Abdoulaye Keita,FRA,GK,20,1990,1,0,15,0.2,1,6.00,2,1,50.0,0,0,1,0,,,,,,,2012
FRA-Ligue 1,2011,Bordeaux,Cédric Carrasso,FRA,GK,29,1981,37,37,3315,36.8,39,1.06,141,102,72.3,16,12,8,13,35.1,,,,,,2012
FRA-Ligue 1,2011,Bordeaux,Kévin Olimpa,FRA,GK,23,1988,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,,,,,,2012
FRA-Ligue 1,2011,Brest,Lionel Cappone,FRA,GK,32,1979,1,1,90,1.0,2,2.00,8,6,75.0,0,0,1,0,0.0,,,,,,2012
FRA-Ligue 1,2011,Brest,Steeve Elana,GUI,GK,31,1980,37,37,3330,37.0,36,0.97,166,130,78.3,8,17,12,12,32.4,,,,,,2012
FRA-Ligue 1,2011,Caen,Alexis Thébaux,FRA,GK,26,1985,38,38,3420,38.0,59,1.55,197,138,70.1,9,11,18,8,21.1,,,,,,2012
FRA-Ligue 1,2011,Dijon,Baptiste Reynet,FRA,GK,20,1990,37,37,3330,37.0,58,1.57,186,128,68.8,9,9,19,8,21.6,,,,,,2012
FRA-Ligue 1,2011,Dijon,Jean-Daniel Padovani,FRA,GK,31,1980,1,1,90,1.0,5,5.00,8,3,37.5,0,0,1,0,0.0,,,,,,2012
FRA-Ligue 1,2011,Evian,Bertrand Laquait,FRA,GK,34,1977,7,7,600,6.7,8,1.20,37,29,78.4,2,3,2,0,0.0,,,,,,2012
FRA-Ligue 1,2011,Evian,Quentin Westberg,USA,GK,25,1986,2,2,180,2.0,2,1.00,10,8,80.0,1,1,0,1,50.0,,,,,,2012
FRA-Ligue 1,2011,Evian,Stephan Andersen,DEN,GK,29,1981,30,29,2640,29.3,45,1.53,152,107,70.4,10,7,12,8,27.6,,,,,,2012
FRA-Ligue 1,2011,Lille,Mickaël Landreau,FRA,GK,32,1979,38,38,3420,38.0,39,1.03,124,85,68.5,21,11,6,14,36.8,,,,,,2012
FRA-Ligue 1,2011,Lorient,Benjamin Lecomte,FRA,GK,20,1991,5,4,430,4.8,6,1.26,21,15,71.4,1,2,2,1,25.0,,,,,,2012
FRA-Ligue 1,2011,Lorient,Fabien Audard,FRA,GK,33,1978,29,29,2465,27.4,35,1.28,125,90,72.0,7,9,11,6,20.7,,,,,,2012
FRA-Ligue 1,2011,Lorient,Florent Chaigneau,FRA,GK,27,1984,3,2,255,2.8,5,1.76,12,7,58.3,1,0,2,0,0.0,,,,,,2012
FRA-Ligue 1,2011,Lorient,Jérémie Janot,FRA,GK,33,1977,3,3,270,3.0,3,1.00,14,11,78.6,0,1,2,1,33.3,,,,,,2012
FRA-Ligue 1,2011,Lyon,Hugo Lloris,FRA,GK,24,1986,36,36,3194,35.5,48,1.35,159,111,69.8,17,7,11,5,13.9,,,,,,2012
FRA-Ligue 1,2011,Lyon,Rémy Vercoutre,FRA,GK,31,1980,3,2,226,2.5,3,1.19,8,5,62.5,2,0,1,0,0.0,,,,,,2012
FRA-Ligue 1,2011,Marseille,Steve Mandanda,FRA,GK,26,1985,38,38,3420,38.0,41,1.08,138,97,70.3,12,12,14,11,28.9,,,,,,2012
FRA-Ligue 1,2011,Montpellier,Geoffrey Jourdren,FRA,GK,25,1986,34,34,3060,34.0,31,0.91,110,79,71.8,23,7,5,15,44.1,,,,,,2012
FRA-Ligue 1,2011,Montpellier,Laurent Pionnier,FRA,GK,29,1982,4,4,360,4.0,3,0.75,19,16,84.2,2,0,1,2,50.0,,,,,,2012
FRA-Ligue 1,2011,Nancy,Damien Gregorini,FRA,GK,32,1979,7,7,630,7.0,11,1.57,34,23,67.6,0,2,5,0,0.0,,,,,,2012
FRA-Ligue 1,2011,Nancy,Guy N'dy Assembé,CMR,GK,25,1986,31,31,2790,31.0,37,1.19,154,117,76.0,11,10,10,9,29.0,,,,,,2012
FRA-Ligue 1,2011,Nice,David Ospina,COL,GK,22,1988,37,37,3262,36.2,43,1.19,162,119,73.5,10,12,14,10,27.0,,,,,,2012
FRA-Ligue 1,2011,Nice,Raúl Fernández,PER,GK,25,1985,2,1,158,1.8,3,1.71,6,3,50.0,0,0,2,0,0.0,,,,,,2012
FRA-Ligue 1,2011,Paris S-G,Salvatore Sirigu,ITA,GK,24,1987,38,38,3420,38.0,41,1.08,166,125,75.3,23,10,5,11,28.9,,,,,,2012
FRA-Ligue 1,2011,Rennes,Abdoulaye Diallo,SEN,GK,19,1992,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,,,,,,2012
FRA-Ligue 1,2011,Rennes,Benoît Costil,FRA,GK,24,1987,37,37,3330,37.0,42,1.14,153,111,72.5,17,9,11,10,27.0,,,,,,2012
FRA-Ligue 1,2011,Saint-Étienne,Stéphane Ruffier,FRA,GK,24,1986,38,38,3420,38.0,45,1.18,164,119,72.6,16,9,13,11,28.9,,,,,,2012
FRA-Ligue 1,2011,Sochaux,Papa Demba Camara,SEN,GK,18,1993,1,0,74,0.8,0,0.00,1,1,100.0,1,0,0,0,,,,,,,2012
FRA-Ligue 1,2011,Sochaux,Pierrick Cros,FRA,GK,20,1991,7,7,630,7.0,8,1.14,36,28,77.8,0,2,5,1,14.3,,,,,,2012
FRA-Ligue 1,2011,Sochaux,Teddy Richert,FRA,GK,36,1974,31,31,2716,30.2,52,1.72,162,110,67.9,10,7,13,6,19.4,,,,,,2012
FRA-Ligue 1,2011,Toulouse,Ali Ahamada,COM,GK,19,1991,38,38,3420,38.0,34,0.89,156,122,78.2,15,11,12,19,50.0,,,,,,2012
FRA-Ligue 1,2011,Valenciennes,Nicolas Penneteau,FRA,GK,30,1981,38,38,3420,38.0,50,1.32,166,116,69.9,12,7,19,11,28.9,,,,,,2012
FRA-Ligue 1,2012,Ajaccio,David Oberhauser,FRA,GK,21,1990,1,0,29,0.3,1,3.10,2,1,50.0,0,0,0,0,,,,,,,2013
FRA-Ligue 1,2012,Ajaccio,Guillermo Ochoa,MEX,GK,27,1985,38,38,3391,37.7,50,1.33,179,129,72.1,9,14,14,12,31.6,,,,,,2013
FRA-Ligue 1,2012,Bastia,Landry Bonnefoi,FRA,GK,28,1983,8,7,668,7.4,12,1.62,33,21,63.6,0,0,0,3,42.9,,,,,,2013
FRA-Ligue 1,2012,Bastia,Macedo Novaes,BRA,GK,29,1983,12,12,1080,12.0,29,2.42,62,33,53.2,0,0,0,1,8.3,,,,,,2013
FRA-Ligue 1,2012,Bastia,Mickaël Landreau,FRA,GK,33,1979,19,19,1672,18.6,25,1.35,96,71,74.0,7,6,6,6,31.6,,,,,,2013
FRA-Ligue 1,2012,Bordeaux,Cédric Carrasso,FRA,GK,30,1981,38,38,3420,38.0,34,0.89,132,98,74.2,13,16,9,17,44.7,,,,,,2013
FRA-Ligue 1,2012,Brest,Alexis Thébaux,FRA,GK,27,1985,36,36,3240,36.0,56,1.56,182,126,69.2,8,5,23,6,16.7,,,,,,2013
FRA-Ligue 1,2012,Brest,Joan Hartock,FRA,GK,25,1987,2,2,166,1.8,5,2.71,13,8,61.5,0,0,2,0,0.0,,,,,,2013
FRA-Ligue 1,2012,Brest,Lionel Cappone,FRA,GK,33,1979,1,0,14,0.2,1,6.43,2,1,50.0,0,0,0,0,,,,,,,2013
FRA-Ligue 1,2012,Evian,Bertrand Laquait,FRA,GK,35,1977,29,29,2501,27.8,36,1.30,121,85,70.2,8,8,13,8,27.6,,,,,,2013
FRA-Ligue 1,2012,Evian,Johann Durand,FRA,GK,31,1981,2,1,122,1.4,3,2.21,6,3,50.0,0,0,1,0,0.0,,,,,,2013
FRA-Ligue 1,2012,Evian,Stephan Andersen,DEN,GK,30,1981,9,8,797,8.9,13,1.47,35,22,62.9,2,2,4,2,25.0,,,,,,2013
FRA-Ligue 1,2012,Lille,Barel Mouko,CGO,GK,33,1979,3,3,270,3.0,1,0.33,6,5,83.3,1,2,0,2,66.7,,,,,,2013
FRA-Ligue 1,2012,Lille,Mickaël Landreau,FRA,GK,33,1979,15,15,1350,15.0,15,1.00,53,38,71.7,5,6,4,4,26.7,,,,,,2013
FRA-Ligue 1,2012,Lille,Steeve Elana,GUI,GK,32,1980,20,20,1800,20.0,24,1.20,71,47,66.2,10,6,4,4,20.0,,,,,,2013
FRA-Ligue 1,2012,Lorient,Benjamin Lecomte,FRA,GK,21,1991,5,4,395,4.4,6,1.37,16,10,62.5,1,2,1,0,0.0,,,,,,2013
FRA-Ligue 1,2012,Lorient,Fabien Audard,FRA,GK,34,1978,34,34,3025,33.6,52,1.55,161,109,67.7,13,9,12,8,23.5,,,,,,2013
FRA-Ligue 1,2012,Lyon,Anthony Lopes,POR,GK,21,1990,5,5,450,5.0,3,0.60,21,18,85.7,2,2,1,2,40.0,,,,,,2013
FRA-Ligue 1,2012,Lyon,Hugo Lloris,FRA,GK,25,1986,2,2,180,2.0,2,1.00,5,3,60.0,1,1,0,0,0.0,,,,,,2013
FRA-Ligue 1,2012,Lyon,Rémy Vercoutre,FRA,GK,32,1980,31,31,2790,31.0,33,1.06,108,75,69.4,16,7,8,11,35.5,,,,,,2013
FRA-Ligue 1,2012,Marseille,Steve Mandanda,FRA,GK,27,1985,38,38,3420,38.0,36,0.95,118,82,69.5,21,8,9,18,47.4,,,,,,2013
FRA-Ligue 1,2012,Montpellier,Geoffrey Jourdren,FRA,GK,26,1986,33,33,2896,32.2,43,1.34,134,91,67.9,13,7,13,9,27.3,,,,,,2013
FRA-Ligue 1,2012,Montpellier,Jonathan Ligali,FRA,GK,21,1991,1,1,90,1.0,1,1.00,4,3,75.0,1,0,0,0,0.0,,,,,,2013
FRA-Ligue 1,2012,Montpellier,Laurent Pionnier,FRA,GK,30,1982,5,4,434,4.8,7,1.45,18,11,61.1,1,0,3,2,50.0,,,,,,2013
FRA-Ligue 1,2012,Nancy,Damien Gregorini,FRA,GK,33,1979,23,23,2070,23.0,35,1.52,118,83,70.3,8,5,10,5,21.7,,,,,,2013
FRA-Ligue 1,2012,Nancy,Guy N'dy Assembé,CMR,GK,26,1986,15,15,1350,15.0,23,1.53,64,41,64.1,1,6,8,1,6.7,,,,,,2013
FRA-Ligue 1,2012,Nice,David Ospina,COL,GK,23,1988,26,26,2297,25.5,26,1.02,95,69,72.6,15,4,6,11,42.3,,,,,,2013
FRA-Ligue 1,2012,Nice,Joris Delle,FRA,GK,22,1990,14,12,1121,12.5,20,1.61,54,34,63.0,3,6,4,2,16.7,,,,,,2013
FRA-Ligue 1,2012,Paris S-G,Alphonse Areola,FRA,GK,19,1993,2,1,103,1.1,1,0.87,4,3,75.0,0,2,0,1,100.0,,,,,,2013
FRA-Ligue 1,2012,Paris S-G,Nicolas Douchez,FRA,GK,32,1980,4,4,360,4.0,5,1.25,20,15,75.0,2,1,1,1,25.0,,,,,,2013
FRA-Ligue 1,2012,Paris S-G,Ronan Le Crom,FRA,GK,38,1974,1,0,20,0.2,0,0.00,1,1,100.0,0,0,0,0,,,,,,,2013
FRA-Ligue 1,2012,Paris S-G,Salvatore Sirigu,ITA,GK,25,1987,33,33,2927,32.5,16,0.49,98,82,83.7,23,5,4,21,63.6,,,,,,2013
FRA-Ligue 1,2012,Reims,Johan Liébus,FRA,GK,33,1978,2,1,135,1.5,3,2.00,5,2,40.0,0,0,1,0,0.0,,,,,,2013
FRA-Ligue 1,2012,Reims,Johny Placide,HAI,GK,24,1988,4,4,360,4.0,6,1.50,23,17,73.9,2,1,1,0,0.0,,,,,,2013
FRA-Ligue 1,2012,Reims,Kossi Agassa,TOG,GK,34,1978,33,33,2925,32.5,33,1.02,159,126,79.2,8,12,13,13,39.4,,,,,,2013
FRA-Ligue 1,2012,Rennes,Benoît Costil,FRA,GK,25,1987,37,37,3265,36.3,58,1.60,159,101,63.5,13,7,17,7,18.9,,,,,,2013
FRA-Ligue 1,2012,Rennes,Cheick N'Diaye,SEN,GK,27,1985,2,1,155,1.7,1,0.58,3,2,66.7,0,0,1,1,100.0,,,,,,2013
FRA-Ligue 1,2012,Saint-Étienne,Stéphane Ruffier,FRA,GK,25,1986,38,38,3420,38.0,32,0.84,118,86,72.9,16,15,7,17,44.7,,,,,,2013
FRA-Ligue 1,2012,Sochaux,Pierrick Cros,FRA,GK,21,1991,4,4,360,4.0,9,2.25,18,9,50.0,0,0,4,0,0.0,,,,,,2013
FRA-Ligue 1,2012,Sochaux,Simon Pouplin,FRA,GK,27,1985,34,34,3060,34.0,48,1.41,168,120,71.4,10,11,13,8,23.5,,,,,,2013
FRA-Ligue 1,2012,Toulouse,Ali Ahamada,COM,GK,20,1991,36,35,3154,35.0,41,1.17,162,121,74.7,13,12,11,13,37.1,,,,,,2013
FRA-Ligue 1,2012,Toulouse,Olivier Blondel,FRA,GK,33,1979,4,3,266,3.0,6,2.03,14,8,57.1,0,0,2,0,0.0,,,,,,2013
FRA-Ligue 1,2012,Troyes,Yohann Thuram-Ulien,FRA,GK,23,1988,38,38,3420,38.0,61,1.61,189,128,67.7,8,13,17,7,18.4,,,,,,2013
FRA-Ligue 1,2012,Valenciennes,Nicolas Penneteau,FRA,GK,31,1981,38,38,3420,38.0,53,1.39,176,123,69.9,12,12,14,9,23.7,,,,,,2013
FRA-Ligue 1,2013,Ajaccio,Guillermo Ochoa,MEX,GK,28,1985,37,37,3330,37.0,71,1.92,218,147,67.4,4,10,23,2,5.4,,,,,,2014
FRA-Ligue 1,2013,Ajaccio,Oumar Sissoko,MLI,GK,25,1987,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,,,,,,2014
FRA-Ligue 1,2013,Bastia,Jean-Louis Leca,FRA,GK,27,1985,9,7,713,7.9,12,1.51,32,20,62.5,3,0,4,0,0.0,,,,,,2014
FRA-Ligue 1,2013,Bastia,Mickaël Landreau,FRA,GK,34,1979,31,31,2707,30.1,44,1.46,130,86,66.2,10,10,11,10,32.3,,,,,,2014
FRA-Ligue 1,2013,Bordeaux,Ažbe Jug,SVN,GK,21,1992,1,1,90,1.0,1,1.00,3,2,66.7,1,0,0,0,0.0,,,,,,2014
FRA-Ligue 1,2013,Bordeaux,Cédric Carrasso,FRA,GK,31,1981,36,36,3189,35.4,34,0.96,143,109,76.2,12,12,11,7,19.4,,,,,,2014
FRA-Ligue 1,2013,Bordeaux,Kévin Olimpa,FRA,GK,25,1988,2,1,141,1.6,2,1.28,5,3,60.0,0,2,0,0,0.0,,,,,,2014
FRA-Ligue 1,2013,Evian,Bertrand Laquait,FRA,GK,36,1977,16,16,1440,16.0,27,1.69,77,50,64.9,2,7,7,1,6.3,,,,,,2014
FRA-Ligue 1,2013,Evian,Jesper Hansen,DEN,GK,28,1985,22,22,1980,22.0,24,1.09,86,62,72.1,9,4,9,8,36.4,,,,,,2014
FRA-Ligue 1,2013,Guingamp,Guy N'dy Assembé,CMR,GK,27,1986,19,19,1710,19.0,20,1.05,77,57,74.0,5,7,7,5,26.3,,,,,,2014
FRA-Ligue 1,2013,Guingamp,Mamadou Samassa,MLI,GK,23,1990,19,19,1710,19.0,22,1.16,86,64,74.4,6,2,11,5,26.3,,,,,,2014
FRA-Ligue 1,2013,Lille,Vincent Enyeama,NGA,GK,30,1982,38,38,3420,38.0,26,0.68,122,96,78.7,20,11,7,21,55.3,,,,,,2014
FRA-Ligue 1,2013,Lorient,Baptiste Reynet,FRA,GK,22,1990,6,4,470,5.2,4,0.77,16,12,75.0,0,2,1,0,0.0,,,,,,2014
FRA-Ligue 1,2013,Lorient,Benjamin Lecomte,FRA,GK,22,1991,1,0,45,0.5,0,0.00,1,1,100.0,0,0,0,0,,,,,,,2014
FRA-Ligue 1,2013,Lorient,Fabien Audard,FRA,GK,35,1978,23,23,1943,21.6,39,1.81,94,55,58.5,7,5,11,4,17.4,,,,,,2014
FRA-Ligue 1,2013,Lorient,Florent Chaigneau,FRA,GK,29,1984,12,11,962,10.7,8,0.75,40,32,80.0,7,3,2,7,63.6,,,,,,2014
FRA-Ligue 1,2013,Lyon,Anthony Lopes,POR,GK,22,1990,32,32,2821,31.3,34,1.08,146,112,76.7,15,6,10,13,40.6,,,,,,2014
FRA-Ligue 1,2013,Lyon,Mathieu Gorgelin,FRA,GK,22,1990,2,1,149,1.7,2,1.21,4,2,50.0,0,2,0,0,0.0,,,,,,2014
FRA-Ligue 1,2013,Lyon,Rémy Vercoutre,FRA,GK,33,1980,5,5,444,4.9,8,1.62,20,12,60.0,2,2,1,0,0.0,,,,,,2014
FRA-Ligue 1,2013,Marseille,Brice Samba,FRA,GK,19,1994,1,0,69,0.8,0,0.00,1,1,100.0,1,0,0,1,,,,,,,2014
FRA-Ligue 1,2013,Marseille,Steve Mandanda,FRA,GK,28,1985,38,38,3351,37.2,40,1.07,127,87,68.5,15,12,10,9,23.7,,,,,,2014
FRA-Ligue 1,2013,Monaco,Danijel Subašić,CRO,GK,28,1984,35,35,3150,35.0,29,0.83,129,100,77.5,21,10,4,13,37.1,,,,,,2014
FRA-Ligue 1,2013,Monaco,Flavio Roma,ITA,GK,39,1974,1,1,43,0.5,1,2.09,2,1,50.0,0,0,0,0,0.0,,,,,,2014
FRA-Ligue 1,2013,Monaco,Sergio Romero,ARG,GK,26,1987,3,2,227,2.5,1,0.40,3,2,66.7,2,1,0,1,50.0,,,,,,2014
FRA-Ligue 1,2013,Montpellier,Geoffrey Jourdren,FRA,GK,27,1986,34,34,2999,33.3,41,1.23,137,96,70.1,8,16,9,7,20.6,,,,,,2014
FRA-Ligue 1,2013,Montpellier,Laurent Pionnier,FRA,GK,31,1982,5,4,420,4.7,12,2.57,23,11,47.8,0,2,3,0,0.0,,,,,,2014
FRA-Ligue 1,2013,Nantes,Maxime Dupé,FRA,GK,20,1993,4,4,360,4.0,3,0.75,9,6,66.7,2,1,1,3,75.0,,,,,,2014
FRA-Ligue 1,2013,Nantes,Rémy Riou,FRA,GK,25,1987,34,34,3060,34.0,40,1.18,137,97,70.8,10,9,15,12,35.3,,,,,,2014
FRA-Ligue 1,2013,Nice,Anthony Mandrea,ALG,GK,16,1996,1,0,40,0.4,1,2.25,2,1,50.0,0,0,1,0,,,,,,,2014
FRA-Ligue 1,2013,Nice,David Ospina,COL,GK,24,1988,29,29,2570,28.6,25,0.88,126,101,80.2,12,6,11,13,44.8,,,,,,2014
FRA-Ligue 1,2013,Nice,Lucas Veronese,FRA,GK,22,1991,5,5,450,5.0,11,2.20,23,12,52.2,0,1,4,0,0.0,,,,,,2014
FRA-Ligue 1,2013,Nice,Mouez Hassen,TUN,GK,18,1995,5,4,360,4.0,7,1.75,22,15,68.2,0,0,4,1,25.0,,,,,,2014
FRA-Ligue 1,2013,Paris S-G,Nicolas Douchez,FRA,GK,33,1980,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,,,,,,2014
FRA-Ligue 1,2013,Paris S-G,Salvatore Sirigu,ITA,GK,26,1987,37,37,3330,37.0,23,0.62,107,84,78.5,26,8,3,19,51.4,,,,,,2014
FRA-Ligue 1,2013,Reims,Johny Placide,HAI,GK,25,1988,4,4,360,4.0,5,1.25,23,18,78.3,1,1,2,1,25.0,,,,,,2014
FRA-Ligue 1,2013,Reims,Kossi Agassa,TOG,GK,35,1978,34,34,3060,34.0,47,1.38,179,132,73.7,11,11,12,9,26.5,,,,,,2014
FRA-Ligue 1,2013,Rennes,Benoît Costil,FRA,GK,26,1987,38,38,3420,38.0,45,1.18,173,128,74.0,11,13,14,12,31.6,,,,,,2014
FRA-Ligue 1,2013,Saint-Étienne,Stéphane Ruffier,FRA,GK,26,1986,38,38,3420,38.0,34,0.89,116,82,70.7,20,9,9,16,42.1,,,,,,2014
FRA-Ligue 1,2013,Sochaux,Pierrick Cros,FRA,GK,22,1991,6,6,540,6.0,11,1.83,31,20,64.5,2,1,3,1,16.7,,,,,,2014
FRA-Ligue 1,2013,Sochaux,Simon Pouplin,FRA,GK,28,1985,17,17,1530,17.0,33,1.94,85,52,61.2,1,6,10,3,17.6,,,,,,2014
FRA-Ligue 1,2013,Sochaux,Yohann Pelé,FRA,GK,30,1982,15,15,1350,15.0,17,1.13,69,52,75.4,7,3,5,6,40.0,,,,,,2014
FRA-Ligue 1,2013,Toulouse,Ali Ahamada,COM,GK,21,1991,21,21,1890,21.0,26,1.24,83,57,68.7,7,7,7,5,23.8,,,,,,2014
FRA-Ligue 1,2013,Toulouse,Zacharie Boucher,FRA,GK,21,1992,17,17,1530,17.0,27,1.59,66,39,59.1,5,6,6,2,11.8,,,,,,2014
FRA-Ligue 1,2013,Valenciennes,Macedo Novaes,BRA,GK,30,1983,10,10,900,10.0,18,1.80,46,28,60.9,2,1,7,2,20.0,,,,,,2014
FRA-Ligue 1,2013,Valenciennes,Nicolas Penneteau,FRA,GK,32,1981,28,28,2520,28.0,47,1.68,118,71,60.2,5,7,16,1,3.6,,,,,,2014
FRA-Ligue 1,2014,Bastia,Alphonse Areola,FRA,GK,21,1993,35,35,3150,35.0,42,1.20,140,98,70.0,12,9,14,11,31.4,,,,,,2015
FRA-Ligue 1,2014,Bastia,Jean-Louis Leca,FRA,GK,28,1985,3,3,270,3.0,4,1.33,14,10,71.4,0,2,1,1,33.3,,,,,,2015
FRA-Ligue 1,2014,Bordeaux,Ažbe Jug,SVN,GK,22,1992,2,1,169,1.9,4,2.13,8,4,50.0,1,0,1,0,0.0,,,,,,2015
FRA-Ligue 1,2014,Bordeaux,Cédric Carrasso,FRA,GK,32,1981,37,37,3251,36.1,40,1.11,132,92,69.7,16,12,8,9,24.3,,,,,,2015
FRA-Ligue 1,2014,Caen,Rémy Vercoutre,FRA,GK,34,1980,38,38,3420,38.0,55,1.45,177,122,68.9,12,10,16,7,18.4,,,,,,2015
FRA-Ligue 1,2014,Evian,Benjamin Leroy,FRA,GK,25,1989,23,23,2070,23.0,38,1.65,96,58,60.4,5,3,15,4,17.4,,,,,,2015
FRA-Ligue 1,2014,Evian,Jesper Hansen,DEN,GK,29,1985,15,15,1350,15.0,24,1.60,70,46,65.7,6,1,8,5,33.3,,,,,,2015
FRA-Ligue 1,2014,Guingamp,Jonas Lössl,DEN,GK,25,1989,30,30,2686,29.8,42,1.41,139,97,69.8,12,4,13,7,23.3,,,,,,2015
FRA-Ligue 1,2014,Guingamp,Mamadou Samassa,MLI,GK,24,1990,9,8,733,8.1,13,1.60,32,19,59.4,3,0,6,2,25.0,,,,,,2015
FRA-Ligue 1,2014,Lens,Rudy Riou,FRA,GK,34,1980,32,32,2812,31.2,50,1.60,146,96,65.8,5,8,19,8,25.0,,,,,,2015
