league,season,team,player,nation,pos,age,born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,nextSeason
ENG-Premier League,2017,Everton,Ademola Lookman,NGA,"FW,MF",19,1997,1.8,2,1.13,2,0,0,0,0,0,1,0.57,1,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Ashley Williams,WAL,DF,32,1984,20.4,8,0.39,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Beni Baningime,COD,MF,18,1998,2.2,3,1.36,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Cenk Tosun,TUR,FW,26,1991,11.0,26,2.37,22,1,1,1,1,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Cuco Martina,CUW,DF,27,1989,20.3,28,1.38,22,2,1,0,2,1,4,0.20,2,0,1,0,0,1,2018
ENG-Premier League,2017,Everton,Davy Klaassen,NED,"MF,FW",24,1993,2.8,4,1.43,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Dominic Calvert-Lewin,ENG,FW,20,1997,20.9,45,2.15,29,0,3,5,7,1,11,0.53,6,0,1,2,2,0,2018
ENG-Premier League,2017,Everton,Eliaquim Mangala,FRA,DF,26,1991,1.5,1,0.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Gylfi Sigurðsson,ISL,"MF,FW",27,1989,25.1,78,3.11,42,25,6,2,2,1,7,0.28,4,2,1,0,0,0,2018
ENG-Premier League,2017,Everton,Idrissa Gana Gueye,SEN,MF,27,1989,30.6,49,1.60,40,0,2,0,3,4,3,0.10,1,0,0,0,0,2,2018
ENG-Premier League,2017,Everton,James McCarthy,IRL,MF,26,1990,2.3,2,0.88,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Jonjoe Kenny,ENG,DF,20,1997,17.7,19,1.08,15,1,0,2,1,0,4,0.23,1,0,0,2,1,0,2018
ENG-Premier League,2017,Everton,Jordan Pickford,ENG,GK,23,1994,38.0,6,0.16,3,2,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Kevin Mirallas,BEL,"FW,MF",29,1987,1.5,4,2.59,3,0,1,0,0,0,1,0.65,1,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Leighton Baines,ENG,DF,32,1984,21.2,46,2.17,35,9,1,0,1,0,4,0.19,2,1,1,0,0,0,2018
ENG-Premier League,2017,Everton,Mason Holgate,ENG,DF,20,1996,13.2,16,1.22,12,0,1,1,2,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Michael Keane,ENG,DF,24,1993,28.4,15,0.53,13,0,0,1,1,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Morgan Schneiderlin,FRA,MF,27,1989,23.7,21,0.89,19,0,0,0,1,1,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Muhamed Bešić,BIH,MF,24,1992,0.5,2,3.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Nikola Vlašić,CRO,"MF,FW",19,1997,6.4,23,3.59,20,1,1,0,1,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Oumar Niasse,SEN,FW,27,1990,12.1,36,2.98,23,0,6,3,3,1,9,0.75,3,0,3,1,1,1,2018
ENG-Premier League,2017,Everton,Phil Jagielka,ENG,DF,34,1982,22.9,10,0.44,8,0,0,1,0,1,1,0.04,1,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Ramiro Funes Mori,ARG,DF,26,1991,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Sandro Ramírez,ESP,"FW,MF",22,1995,3.1,6,1.94,5,0,0,1,0,0,1,0.32,1,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Séamus Coleman,IRL,DF,28,1988,11.5,17,1.48,12,1,2,1,1,0,2,0.17,2,0,0,0,0,0,2018
ENG-Premier League,2017,Everton,Theo Walcott,ENG,FW,28,1989,12.8,37,2.89,22,1,4,2,8,0,5,0.39,4,0,1,0,0,0,2018
ENG-Premier League,2017,Everton,Tom Davies,ENG,MF,19,1998,21.1,34,1.61,25,3,1,2,3,0,6,0.28,5,0,0,1,0,0,2018
ENG-Premier League,2017,Everton,Wayne Rooney,ENG,"MF,FW",31,1985,25.2,65,2.58,46,13,0,4,0,2,8,0.32,5,1,0,2,0,0,2018
ENG-Premier League,2017,Everton,Yannick Bolasie,COD,FW,28,1989,9.5,12,1.27,9,0,0,1,2,0,1,0.11,1,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Aaron Mooy,AUS,MF,26,1990,34.1,89,2.61,66,20,0,1,0,2,7,0.21,5,2,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Abdelhamid Sabiri,MAR,MF,20,1996,2.4,8,3.27,7,0,0,0,1,0,1,0.41,1,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Alex Pritchard,ENG,"MF,FW",24,1993,11.1,38,3.43,22,6,3,3,4,0,3,0.27,1,0,1,0,1,0,2018
ENG-Premier League,2017,Huddersfield,Chris Löwe,GER,DF,28,1989,17.6,20,1.13,9,6,0,1,2,2,2,0.11,1,1,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Christopher Schindler,GER,DF,27,1990,36.3,16,0.44,13,0,0,1,0,2,1,0.03,1,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Collin Quaner,GER,"FW,MF",26,1991,14.2,39,2.74,27,1,5,3,3,0,5,0.35,4,0,0,1,0,0,2018
ENG-Premier League,2017,Huddersfield,Danny Williams,USA,MF,28,1989,12.5,12,0.96,9,0,0,1,1,1,1,0.08,1,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Dean Whitehead,ENG,MF,35,1982,0.8,1,1.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Elias Kachunga,COD,"FW,MF",25,1992,14.8,29,1.96,23,0,3,0,3,0,1,0.07,1,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Florent Hadergjonaj,KVX,"DF,MF",23,1994,18.6,41,2.20,34,4,1,1,1,0,1,0.05,1,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Joe Lolley,ENG,"FW,MF",24,1992,2.5,6,2.44,4,0,2,0,0,0,1,0.41,0,0,1,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Jonas Lössl,DEN,GK,28,1989,38.0,8,0.21,5,3,0,0,0,0,2,0.05,1,1,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Jonathan Hogg,ENG,MF,28,1988,26.6,37,1.39,31,0,1,1,3,1,1,0.04,0,0,0,0,1,0,2018
ENG-Premier League,2017,Huddersfield,Kasey Palmer,JAM,"MF,FW",20,1996,1.9,5,2.65,2,1,1,1,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Laurent Depoitre,BEL,FW,28,1988,20.2,32,1.58,22,0,3,3,3,1,6,0.30,2,0,2,1,1,0,2018
ENG-Premier League,2017,Huddersfield,Martin Cranie,ENG,DF,30,1986,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Mathias Jørgensen,DEN,DF,27,1990,38.0,19,0.50,16,1,0,0,0,2,4,0.11,4,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Michael Hefele,GER,DF,26,1990,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Philip Billing,DEN,MF,21,1996,8.5,6,0.71,4,0,1,0,0,1,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Rajiv van La Parra,NED,"FW,MF",26,1991,23.7,49,2.06,31,0,8,4,6,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Scott Malone,ENG,DF,26,1991,12.4,23,1.85,19,1,1,1,0,1,1,0.08,1,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Steve Mounié,BEN,FW,22,1994,20.6,30,1.46,21,0,3,4,2,0,4,0.19,2,0,2,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Terence Kongolo,NED,DF,23,1994,11.7,12,1.03,8,0,1,1,2,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Huddersfield,Tom Ince,ENG,"MF,FW",25,1992,27.2,67,2.46,41,5,6,9,5,1,2,0.07,1,0,0,1,0,0,2018
ENG-Premier League,2017,Huddersfield,Tommy Smith,ENG,DF,25,1992,21.2,34,1.61,28,4,0,0,0,2,2,0.09,2,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Adrien Silva,POR,MF,28,1989,8.5,18,2.13,14,2,0,0,0,2,1,0.12,1,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Aleksandar Dragović,AUT,DF,26,1991,8.5,3,0.35,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Andy King,WAL,MF,28,1988,6.0,8,1.34,6,0,0,0,2,0,1,0.17,0,0,0,0,1,0,2018
ENG-Premier League,2017,Leicester City,Ben Chilwell,ENG,DF,20,1996,20.6,46,2.24,34,4,3,0,5,0,4,0.19,4,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Ben Hamer,ENG,GK,29,1987,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Christian Fuchs,AUT,DF,31,1986,21.3,40,1.87,21,15,0,3,0,1,4,0.19,3,1,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Daniel Amartey,GHA,DF,22,1994,5.4,2,0.37,0,1,0,0,1,0,1,0.18,0,1,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Danny Simpson,ENG,DF,30,1987,25.6,15,0.59,11,3,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Demarai Gray,JAM,"MF,FW",21,1996,18.9,58,3.08,37,8,4,5,4,0,9,0.48,6,0,0,1,2,0,2018
ENG-Premier League,2017,Leicester City,Eldin Jakupović,SUI,GK,32,1984,2.0,2,1.00,2,0,0,0,0,0,1,0.50,1,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Fousseni Diabaté,MLI,"MF,FW",21,1995,6.5,24,3.68,18,0,3,1,2,0,4,0.61,4,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Hamza Choudhury,ENG,"MF,DF",19,1997,4.2,2,0.48,1,1,0,0,0,0,1,0.24,1,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Harry Maguire,ENG,DF,24,1993,38.0,49,1.29,34,1,7,3,3,1,6,0.16,6,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Harvey Barnes,ENG,"MF,FW",19,1997,0.1,1,9.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Islam Slimani,ALG,FW,29,1988,2.8,9,3.25,6,1,2,0,0,0,3,1.08,2,0,1,0,0,0,2018
ENG-Premier League,2017,Leicester City,Jamie Vardy,ENG,FW,30,1987,36.1,74,2.05,52,0,7,7,8,0,5,0.14,2,0,1,0,2,0,2018
ENG-Premier League,2017,Leicester City,Kasper Schmeichel,DEN,GK,30,1986,32.9,4,0.12,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Kelechi Iheanacho,NGA,"FW,MF",20,1996,9.2,32,3.47,22,0,5,3,2,0,5,0.54,4,0,0,0,1,0,2018
ENG-Premier League,2017,Leicester City,Leonardo Ulloa,ARG,FW,31,1986,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Marc Albrighton,ENG,"MF,FW",27,1989,28.2,79,2.80,51,15,9,1,3,0,11,0.39,10,1,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Matty James,ENG,MF,26,1991,11.0,10,0.91,7,0,1,2,0,0,1,0.09,1,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Riyad Mahrez,ALG,"MF,FW",26,1991,32.8,143,4.36,84,29,19,8,3,0,23,0.70,12,5,4,2,0,0,2018
ENG-Premier League,2017,Leicester City,Shinji Okazaki,JPN,"FW,MF",31,1986,14.7,35,2.38,25,0,1,3,4,2,5,0.34,4,0,0,1,0,0,2018
ENG-Premier League,2017,Leicester City,Vicente Iborra,ESP,MF,29,1988,15.7,22,1.40,19,0,1,2,0,0,1,0.06,1,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Wes Morgan,JAM,DF,33,1984,31.3,14,0.45,11,0,0,2,0,1,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Leicester City,Wilfred Ndidi,NGA,MF,20,1996,32.2,39,1.21,35,0,1,2,1,0,8,0.25,6,0,0,1,1,0,2018
ENG-Premier League,2017,Leicester City,Yohan Benalouane,TUN,DF,30,1987,1.0,2,2.00,0,1,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Adam Lallana,ENG,"MF,FW",29,1988,3.4,20,7.38,17,0,1,1,1,0,2,0.74,1,0,0,1,0,0,2018
ENG-Premier League,2017,Liverpool,Alberto Moreno,ESP,DF,25,1992,14.1,34,2.42,27,1,1,2,2,1,3,0.21,2,0,0,0,1,0,2018
ENG-Premier League,2017,Liverpool,Alex Oxlade-Chamberlain,ENG,"MF,FW",23,1993,16.6,74,4.46,54,6,9,1,1,3,15,0.90,9,0,4,1,0,1,2018
ENG-Premier League,2017,Liverpool,Andrew Robertson,SCO,DF,23,1994,21.6,52,2.41,47,3,1,0,1,0,8,0.37,8,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Ben Woodburn,WAL,FW,17,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Daniel Sturridge,ENG,FW,27,1989,4.8,20,4.18,13,0,5,1,1,0,1,0.21,1,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Danny Ings,ENG,FW,25,1992,3.0,7,2.36,4,0,1,1,0,1,1,0.34,0,0,0,1,0,0,2018
ENG-Premier League,2017,Liverpool,Dejan Lovren,CRO,DF,28,1989,23.6,21,0.89,17,0,0,4,0,0,3,0.13,2,0,0,1,0,0,2018
ENG-Premier League,2017,Liverpool,Divock Origi,BEL,FW,22,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Dominic Solanke,ENG,FW,19,1997,6.6,22,3.33,18,0,1,2,1,0,1,0.15,1,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Emre Can,GER,MF,23,1994,23.2,59,2.54,51,2,1,2,3,0,10,0.43,8,1,0,0,1,0,2018
ENG-Premier League,2017,Liverpool,Georginio Wijnaldum,NED,MF,26,1990,26.5,56,2.11,47,0,4,4,0,1,5,0.19,5,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,James Milner,ENG,MF,31,1986,19.7,79,4.01,59,15,1,0,3,1,5,0.25,4,1,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Joe Gomez,ENG,DF,20,1997,21.1,31,1.47,25,4,2,0,0,0,1,0.05,1,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Jordan Henderson,ENG,MF,27,1990,24.1,63,2.61,58,3,1,1,0,0,4,0.17,4,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Joël Matip,CMR,DF,25,1991,22.2,24,1.08,21,0,0,2,1,0,2,0.09,2,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Loris Karius,GER,GK,24,1993,19.0,4,0.21,1,3,0,0,0,0,1,0.05,1,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Marko Grujić,SRB,"MF,DF",21,1996,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Mohamed Salah,EGY,FW,25,1992,32.3,161,4.98,103,12,27,9,9,1,33,1.02,16,1,14,1,1,0,2018
ENG-Premier League,2017,Liverpool,Nathaniel Clyne,ENG,"DF,FW",26,1991,1.9,2,1.03,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Philippe Coutinho,BRA,"MF,FW",25,1992,12.3,92,7.46,57,13,11,6,4,1,16,1.30,8,2,4,0,2,0,2018
ENG-Premier League,2017,Liverpool,Ragnar Klavan,EST,DF,31,1985,16.1,21,1.30,21,0,0,0,0,0,3,0.19,3,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Roberto Firmino,BRA,FW,25,1991,30.7,133,4.33,95,1,17,13,3,4,13,0.42,10,0,1,2,0,0,2018
ENG-Premier League,2017,Liverpool,Sadio Mané,SEN,FW,25,1992,24.3,105,4.32,79,0,13,6,6,1,14,0.58,10,0,3,1,0,0,2018
ENG-Premier League,2017,Liverpool,Simon Mignolet,BEL,GK,29,1988,19.0,3,0.16,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Liverpool,Trent Alexander-Arnold,ENG,DF,18,1998,17.5,42,2.40,29,7,2,2,0,2,3,0.17,2,0,1,0,0,0,2018
ENG-Premier League,2017,Liverpool,Virgil van Dijk,NED,DF,26,1991,14.0,13,0.93,11,0,0,1,0,1,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Aymeric Laporte,ESP,DF,23,1994,9.0,12,1.34,10,1,0,1,0,0,2,0.22,1,1,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Benjamin Mendy,FRA,"DF,FW",23,1994,4.0,14,3.47,13,0,0,1,0,0,3,0.74,3,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Bernardo Silva,POR,"FW,MF",22,1994,17.0,61,3.58,55,3,1,0,2,0,5,0.29,4,0,0,0,1,0,2018
ENG-Premier League,2017,Manchester City,Brahim Díaz,ESP,"FW,DF",17,1999,0.6,2,3.27,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Claudio Bravo,CHI,GK,34,1983,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Danilo,BRA,DF,26,1991,15.0,24,1.60,19,0,0,1,1,3,2,0.13,1,0,0,0,0,1,2018
ENG-Premier League,2017,Manchester City,David Silva,ESP,MF,31,1986,27.0,141,5.22,123,6,2,3,7,0,20,0.74,19,0,0,1,0,0,2018
ENG-Premier League,2017,Manchester City,Ederson,BRA,GK,23,1993,35.5,3,0.08,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Eliaquim Mangala,FRA,DF,26,1991,5.4,2,0.37,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Fabian Delph,ENG,DF,27,1989,19.3,40,2.07,36,1,2,0,1,0,6,0.31,5,0,1,0,0,0,2018
ENG-Premier League,2017,Manchester City,Fernandinho,BRA,MF,32,1985,32.0,74,2.31,63,0,2,3,3,3,13,0.41,13,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Gabriel Jesus,BRA,FW,20,1997,18.5,61,3.29,41,1,4,11,2,2,14,0.76,6,1,2,3,2,0,2018
ENG-Premier League,2017,Manchester City,John Stones,ENG,DF,23,1994,14.5,7,0.48,5,0,0,1,1,0,1,0.07,0,0,0,0,1,0,2018
ENG-Premier League,2017,Manchester City,Kevin De Bruyne,BEL,MF,26,1991,34.1,215,6.30,152,43,8,6,5,1,34,1.00,30,2,1,1,0,0,2018
ENG-Premier League,2017,Manchester City,Kyle Walker,ENG,DF,27,1990,30.9,58,1.87,53,2,1,0,2,0,7,0.23,7,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Leroy Sané,GER,FW,21,1996,26.9,124,4.61,87,8,18,4,6,1,28,1.04,18,3,6,1,0,0,2018
ENG-Premier League,2017,Manchester City,Lukas Nmecha,GER,FW,18,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Nicolás Otamendi,ARG,DF,29,1988,33.0,36,1.09,32,0,0,4,0,0,1,0.03,1,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Oleksandr Zinchenko,UKR,DF,20,1996,5.9,15,2.54,13,2,0,0,0,0,2,0.34,2,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Phil Foden,ENG,"MF,FW",17,2000,0.5,7,12.86,4,0,2,0,1,0,3,5.51,2,0,1,0,0,0,2018
ENG-Premier League,2017,Manchester City,Raheem Sterling,ENG,FW,22,1994,28.7,142,4.94,95,1,21,9,16,0,27,0.94,19,0,2,0,6,0,2018
ENG-Premier League,2017,Manchester City,Sergio Agüero,ARG,FW,29,1988,21.8,80,3.67,57,0,14,5,3,1,12,0.55,8,0,3,0,0,1,2018
ENG-Premier League,2017,Manchester City,Vincent Kompany,BEL,DF,31,1986,15.5,13,0.84,13,0,0,0,0,0,1,0.06,1,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,Yaya Touré,CIV,MF,34,1983,2.6,14,5.34,13,0,1,0,0,0,3,1.14,3,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester City,İlkay Gündoğan,GER,MF,26,1990,16.9,64,3.80,55,4,0,2,1,2,9,0.53,7,1,0,1,0,0,2018
ENG-Premier League,2017,Manchester Utd,Alexis Sánchez,CHI,"FW,MF",28,1988,11.6,49,4.23,31,4,6,5,2,1,9,0.78,4,1,0,3,1,0,2018
ENG-Premier League,2017,Manchester Utd,Ander Herrera,ESP,MF,27,1989,14.1,28,1.99,26,0,0,0,0,2,3,0.21,3,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Anthony Martial,FRA,FW,21,1995,17.6,76,4.32,58,1,9,4,4,0,13,0.74,11,0,1,0,1,0,2018
ENG-Premier League,2017,Manchester Utd,Antonio Valencia,ECU,DF,31,1985,30.4,59,1.94,49,1,4,1,4,0,2,0.07,2,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Ashley Young,ENG,DF,32,1985,27.1,63,2.32,44,9,4,2,3,1,8,0.29,6,0,0,1,1,0,2018
ENG-Premier League,2017,Manchester Utd,Axel Tuanzebe,ENG,FW,19,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Chris Smalling,ENG,DF,27,1989,28.2,7,0.25,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Daley Blind,NED,"DF,MF",27,1990,4.0,14,3.48,10,2,0,0,1,1,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,David de Gea,ESP,GK,26,1990,37.0,6,0.16,3,3,0,0,0,0,3,0.08,1,2,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Eric Bailly,CIV,DF,23,1994,11.1,4,0.36,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Henrikh Mkhitaryan,ARM,"MF,FW",28,1989,10.2,57,5.56,40,8,5,1,2,1,6,0.59,3,2,1,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Jesse Lingard,ENG,"MF,FW",24,1992,20.2,69,3.42,45,6,9,4,5,0,10,0.50,6,0,3,1,0,0,2018
ENG-Premier League,2017,Manchester Utd,Juan Mata,ESP,FW,29,1988,21.4,98,4.59,77,11,4,1,5,0,9,0.42,8,0,1,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Luke Shaw,ENG,DF,22,1995,8.8,19,2.16,17,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Marcos Rojo,ARG,DF,27,1990,7.1,6,0.84,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Marcus Rashford,ENG,"FW,MF",19,1997,20.1,55,2.73,34,4,10,2,3,2,8,0.40,5,1,1,0,1,0,2018
ENG-Premier League,2017,Manchester Utd,Marouane Fellaini,BEL,MF,29,1987,7.6,13,1.88,12,0,0,0,0,1,1,0.14,0,0,0,0,0,1,2018
ENG-Premier League,2017,Manchester Utd,Matteo Darmian,ITA,DF,27,1989,4.9,4,0.81,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Michael Carrick,ENG,MF,36,1981,1.2,5,4.13,4,0,0,1,0,0,1,0.83,1,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Nemanja Matić,SRB,MF,28,1988,34.6,68,1.96,61,1,4,1,1,0,5,0.14,5,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Paul Pogba,FRA,MF,24,1993,23.9,103,4.32,81,1,9,6,4,2,20,0.84,12,0,3,4,1,0,2018
ENG-Premier League,2017,Manchester Utd,Phil Jones,ENG,DF,25,1992,21.9,13,0.59,12,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Romelu Lukaku,BEL,FW,24,1993,31.9,80,2.51,61,0,4,14,1,0,18,0.57,13,0,2,3,0,0,2018
ENG-Premier League,2017,Manchester Utd,Scott McTominay,SCO,MF,20,1996,7.0,7,0.99,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Sergio Romero,ARG,GK,30,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Victor Lindelöf,SWE,DF,23,1994,14.3,6,0.42,5,1,0,0,0,0,1,0.07,1,0,0,0,0,0,2018
ENG-Premier League,2017,Manchester Utd,Zlatan Ibrahimović,SWE,"MF,FW",35,1981,1.2,7,5.94,4,0,0,2,1,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Newcastle Utd,Aleksandar Mitrović,SRB,FW,22,1994,1.1,5,4.79,4,0,1,0,0,0,1,0.96,0,0,1,0,0,0,2018
ENG-Premier League,2017,Newcastle Utd,Ayoze Pérez,ESP,"MF,FW",24,1993,27.7,85,3.07,61,0,3,8,9,4,10,0.36,7,0,0,3,0,0,2018
ENG-Premier League,2017,Newcastle Utd,Chancel Mbemba,COD,DF,22,1994,7.5,12,1.61,7,3,2,0,0,0,0,0.00,0,0,0,0,0,0,2018
ENG-Premier League,2017,Newcastle Utd,Christian Atsu,GHA,"FW,MF",25,1992,19.8,54,2.72,38,1,8,1,5,1,6,0.30,3,0,1,1,1,0,2018
ENG-Premier League,2017,Newcastle Utd,Ciaran Clark,IRL,DF,27,1989,19.4,14,0.72,10,2,0,0,1,1,1,0.05,1,0,0,0,0,0,2018
ENG-Premier League,2017,Newcastle Utd,DeAndre Yedlin,USA,DF,24,1993,31.6,55,1.74,48,4,1,1,1,0,2,0.06,2,0,0,0,0,0,2018
