league,season,team,players_used,Poss,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,url,nextSeason
ITA-Serie A,2021,Torino,31,53.3,38.0,22240,1992,6337,10386,5725,744,22234,512,295,57.6,216,42.2,12481,64081,31432,628,538,156,643,286,13797,1302,/en/squads/105360fe/2021-2022/Torino-Stats,2022
ITA-Serie A,2021,Udinese,29,42.7,38.0,19617,2307,6580,8424,4863,847,19613,680,363,53.4,316,46.5,10325,57488,30348,669,464,205,653,334,11548,1219,/en/squads/04eea015/2021-2022/Udinese-Stats,2022
ITA-Serie A,2021,Venezia,39,42.3,38.0,19705,2975,8135,7823,3969,548,19701,577,300,52.0,276,47.8,10506,57625,29460,540,378,103,609,313,11485,1075,/en/squads/af5d5982/2021-2022/Venezia-Stats,2022
ITA-Serie A,2022,Atalanta,27,49.9,38.0,23862,2217,7478,10221,6382,956,23854,785,340,43.3,355,45.2,13148,67208,33188,687,565,210,619,387,15359,1628,/en/squads/922493f3/Atalanta-Stats,2023
ITA-Serie A,2022,Bologna,27,54.7,38.0,24552,2551,8483,11383,4893,592,24546,567,265,46.7,243,42.9,14223,70806,35047,564,487,113,582,305,16622,1358,/en/squads/1d8099f8/Bologna-Stats,2023
ITA-Serie A,2022,Cremonese,33,42.1,38.0,19346,2538,7184,8051,4334,678,19339,569,237,41.7,251,44.1,9843,51780,26321,521,394,101,553,297,10770,1100,/en/squads/9aad3a77/Cremonese-Stats,2023
ITA-Serie A,2022,Empoli,32,47.3,38.0,21188,2962,8175,8766,4485,674,21186,705,313,44.4,311,44.1,11736,64438,31714,608,452,135,552,372,13050,1105,/en/squads/a3d88bd8/Empoli-Stats,2023
ITA-Serie A,2022,Fiorentina,30,56.1,38.0,23123,2028,6652,10361,6366,977,23117,704,323,45.9,273,38.8,13434,77635,39528,789,601,194,572,345,15234,1607,/en/squads/421387cf/Fiorentina-Stats,2023
ITA-Serie A,2022,Hellas Verona,36,41.2,38.0,18056,2231,6320,7844,4147,636,18055,627,274,43.7,275,43.9,8665,47590,22382,503,359,103,577,329,9350,1051,/en/squads/0e72edf2/Hellas-Verona-Stats,2023
ITA-Serie A,2022,Inter,25,55.7,38.0,25128,2720,8300,11127,5922,953,25123,494,216,43.7,200,40.5,14972,75152,38723,668,492,141,505,261,17526,1613,/en/squads/d609edc0/Internazionale-Stats,2023
ITA-Serie A,2022,Juventus,29,49.6,38.0,22810,2432,7514,10435,5077,817,22804,625,291,46.6,255,40.8,12888,66636,34490,673,496,145,583,350,15118,1389,/en/squads/e0652b02/Juventus-Stats,2023
ITA-Serie A,2022,Lazio,24,52.1,38.0,25453,2536,8100,12315,5243,769,25445,612,285,46.6,239,39.1,14379,73160,36610,683,484,182,528,290,18009,1368,/en/squads/7213da33/Lazio-Stats,2023
ITA-Serie A,2022,Lecce,29,41.3,38.0,18839,2129,6291,8105,4660,606,18833,559,240,42.9,245,43.8,9288,51809,25326,515,366,119,626,329,9976,1219,/en/squads/ffcbe334/Lecce-Stats,2023
ITA-Serie A,2022,Milan,30,55.6,38.0,23856,2177,7373,11143,5617,891,23851,800,368,46.0,324,40.5,13802,78895,41728,795,584,182,595,320,15792,1576,/en/squads/dc56fe14/Milan-Stats,2023
ITA-Serie A,2022,Monza,31,55.2,38.0,24603,2753,8855,11185,4768,680,24597,596,282,47.3,237,39.8,14329,79216,38961,708,500,152,575,309,17052,1350,/en/squads/21680aa4/Monza-Stats,2023
ITA-Serie A,2022,Napoli,27,61.8,38.0,28410,2012,7168,13935,7548,1084,28400,798,337,42.2,361,45.2,17977,89551,46645,907,663,237,566,339,20948,1789,/en/squads/d48ad4ff/Napoli-Stats,2023
ITA-Serie A,2022,Roma,30,48.6,38.0,21861,2055,7183,10374,4566,789,21851,677,274,40.5,315,46.5,12407,68172,34789,684,490,170,559,318,14018,1198,/en/squads/cf74a709/Roma-Stats,2023
ITA-Serie A,2022,Salernitana,30,44.9,38.0,20527,2604,7592,9096,4060,495,20525,599,264,44.1,261,43.6,11169,57765,27404,519,409,86,564,303,12529,1076,/en/squads/c5577084/Salernitana-Stats,2023
ITA-Serie A,2022,Sampdoria,40,46.1,38.0,20460,2511,7278,9134,4272,585,20458,543,260,47.9,222,40.9,11329,55044,26171,466,354,82,572,335,12492,1118,/en/squads/8ff9e3b3/Sampdoria-Stats,2023
ITA-Serie A,2022,Sassuolo,31,49.2,38.0,22100,2484,7486,9584,5249,817,22090,653,299,45.8,270,41.3,13042,71240,36974,761,527,204,533,364,14664,1552,/en/squads/e2befd26/Sassuolo-Stats,2023
ITA-Serie A,2022,Spezia,34,47.4,38.0,20952,2701,7867,8357,4959,692,20948,653,278,42.6,304,46.6,10996,60775,29636,553,397,114,659,366,12304,1156,/en/squads/68449f6d/Spezia-Stats,2023
ITA-Serie A,2022,Torino,28,53.2,38.0,23243,2286,7273,10798,5380,733,23241,668,303,45.4,276,41.3,13094,71281,34612,684,527,182,618,314,15247,1317,/en/squads/105360fe/Torino-Stats,2023
ITA-Serie A,2022,Udinese,30,48.0,38.0,21183,2463,7415,9101,4912,849,21181,770,330,42.9,350,45.5,12105,65755,33221,646,461,163,641,336,13268,1344,/en/squads/04eea015/Udinese-Stats,2023
